timestamp,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,roll,pitch,yaw,bg_x,bg_y,bg_z,P_trace
1631512981.231389,-244.0707,-584.2630,-482.9970,-0.8905,-2.7588,-3.8122,9.68,14.48,-109.34,0.000000,0.000000,0.000000,99847.584022
1631512981.337843,-244.1907,-584.6359,-483.5128,-0.9167,-2.8589,-3.9599,8.88,14.04,-110.02,0.000000,0.000000,0.000000,99841.131380
1631512981.452204,-244.2701,-584.8844,-483.8570,-0.8584,-2.6933,-3.7311,8.46,13.67,-110.49,0.000000,0.000000,0.000000,99893.385362
1631512981.529826,-244.3811,-585.2338,-484.3407,-0.8842,-2.7867,-3.8560,7.92,13.27,-111.00,0.000000,0.000000,0.000000,99852.594957
1631512981.639703,-244.4880,-585.5712,-484.8077,-0.8901,-2.8151,-3.8961,7.49,12.99,-111.25,0.000000,0.000000,0.000000,99864.312218
1631512981.743674,-244.5964,-585.9144,-485.2827,-0.8978,-2.8415,-3.9308,7.26,12.67,-111.42,0.000000,0.000000,0.000000,99866.675162
1631512981.848415,-244.6814,-586.1837,-485.6549,-0.8583,-2.7232,-3.7631,7.20,12.38,-111.47,0.000000,0.000000,0.000000,99894.953335
1631512981.932227,-244.7903,-586.5299,-486.1334,-0.8785,-2.7951,-3.8640,6.99,11.87,-111.38,0.000000,0.000000,0.000000,99868.157581
1631512982.040397,-244.9279,-586.9677,-486.7386,-0.9418,-2.9964,-4.1402,6.60,11.14,-111.23,0.000000,0.000000,0.000000,99846.251402
1631512982.170376,-245.0049,-587.2120,-487.0758,-0.8758,-2.7727,-3.8247,6.36,10.77,-111.14,0.000000,0.000000,0.000000,99913.678449
1631512982.243890,-245.0872,-587.4724,-487.4346,-0.8432,-2.6673,-3.6715,6.12,10.45,-111.03,0.000000,0.000000,0.000000,99904.411615
1631512982.326794,-245.1931,-587.8088,-487.8975,-0.8605,-2.7485,-3.7853,5.67,10.14,-110.92,0.000000,0.000000,0.000000,99880.044004
1631512982.433841,-245.3036,-588.1643,-488.3876,-0.8756,-2.8299,-3.9012,4.88,9.87,-110.86,0.000000,0.000000,0.000000,99879.754712
1631512982.543715,-245.4151,-588.5245,-488.8837,-0.8960,-2.8846,-3.9687,3.85,9.78,-110.85,0.000000,0.000000,0.000000,99883.508088
1631512982.652438,-245.5145,-588.8425,-489.3207,-0.8923,-2.8381,-3.8974,3.23,9.88,-110.92,0.000000,0.000000,0.000000,99899.266224
1631512982.748516,-245.5973,-589.1045,-489.6804,-0.8568,-2.7040,-3.7135,3.16,9.93,-111.14,0.000000,0.000000,0.000000,99916.048779
1631512982.830432,-245.7132,-589.4700,-490.1829,-0.8916,-2.8171,-3.8751,3.35,9.63,-111.81,0.000000,0.000000,0.000000,99886.176376
1631512982.944500,-245.8251,-589.8257,-490.6721,-0.9000,-2.8701,-3.9458,3.40,9.04,-112.68,0.000000,0.000000,0.000000,99893.688822
1631512983.052400,-245.9142,-590.1111,-491.0643,-0.8633,-2.7769,-3.8126,3.22,8.73,-113.27,0.000000,0.000000,0.000000,99914.657506
1631512983.139923,-246.0093,-590.4178,-491.4848,-0.8551,-2.7615,-3.7832,2.88,8.72,-113.69,0.000000,0.000000,0.000000,99908.559058
1631512983.235581,-246.1318,-590.8129,-492.0256,-0.9049,-2.9104,-3.9810,2.40,9.07,-113.88,0.000000,0.000000,0.000000,99888.677080
1631512983.355467,-246.2286,-591.1236,-492.4507,-0.8853,-2.8386,-3.8871,2.08,9.23,-113.88,0.000000,0.000000,0.000000,99915.451111
1631512983.544596,-246.4241,-591.7499,-493.3100,-0.8675,-2.7779,-3.8160,1.18,8.34,-113.77,0.000000,0.000000,0.000000,99895.075809
1631512983.642142,-246.5283,-592.0827,-493.7673,-0.8799,-2.8030,-3.8515,0.58,7.52,-113.51,0.000000,0.000000,0.000000,99894.164692
1631512983.745080,-246.6187,-592.3699,-494.1624,-0.8614,-2.7322,-3.7625,0.21,6.91,-113.13,0.000000,0.000000,0.000000,99909.220033
1631512983.834866,-246.7110,-592.6628,-494.5664,-0.8488,-2.7008,-3.7321,-0.21,6.37,-112.59,0.000000,0.000000,0.000000,99907.593748
1631512983.928040,-246.8417,-593.0792,-495.1428,-0.9142,-2.9091,-4.0299,-0.81,5.76,-111.79,0.000000,0.000000,0.000000,99876.451195
1631512984.055620,-246.9565,-593.4439,-495.6484,-0.9247,-2.9355,-4.0714,-1.17,5.49,-111.14,0.000000,0.000000,0.000000,99897.375944
1631512984.247959,-247.1578,-594.0823,-496.5349,-0.9025,-2.8589,-3.9762,-1.12,5.51,-110.38,0.000000,0.000000,0.000000,99876.991251
1631512984.357147,-247.2377,-594.3353,-496.8870,-0.8530,-2.6979,-3.7594,-0.83,5.40,-110.43,0.000000,0.000000,0.000000,99914.973074
1631512984.436077,-247.3766,-594.7748,-497.5001,-0.9284,-2.9430,-4.1067,-0.06,4.91,-111.01,0.000000,0.000000,0.000000,99859.655815
1631512984.569893,-247.4448,-594.9926,-497.8041,-0.8365,-2.6909,-3.7574,0.28,4.49,-111.60,0.000000,0.000000,0.000000,99929.472360
1631512984.637069,-247.5365,-595.2890,-498.2172,-0.8320,-2.6916,-3.7404,0.61,4.31,-112.23,0.000000,0.000000,0.000000,99901.621082
1631512984.732213,-247.6525,-595.6636,-498.7357,-0.8796,-2.8347,-3.9161,0.91,4.73,-112.58,0.000000,0.000000,0.000000,99882.570831
1631512984.848835,-247.7739,-596.0543,-499.2748,-0.9131,-2.9354,-4.0461,1.22,5.40,-112.70,0.000000,0.000000,0.000000,99886.242862
1631512984.965498,-247.8472,-596.2899,-499.5994,-0.8424,-2.7142,-3.7371,1.31,5.63,-112.76,0.000000,0.000000,0.000000,99930.520306
1631512985.236080,-248.1514,-597.2794,-500.9605,-0.8626,-2.8199,-3.8778,-0.31,4.90,-113.12,0.000000,0.000000,0.000000,99849.719964
1631512985.347887,-248.2352,-597.5526,-501.3360,-0.8348,-2.7172,-3.7329,-1.11,4.67,-113.00,0.000000,0.000000,0.000000,99888.880835
1631512985.433339,-248.3610,-597.9600,-501.8954,-0.8991,-2.9008,-3.9819,-2.17,4.41,-112.65,0.000000,0.000000,0.000000,99841.915761
1631512985.558033,-248.4337,-598.1944,-502.2173,-0.8356,-2.6913,-3.6976,-2.74,4.23,-112.41,0.000000,0.000000,0.000000,99908.807600
1631512985.630810,-248.5667,-598.6224,-502.8055,-0.9105,-2.9256,-4.0194,-3.96,3.91,-111.92,0.000000,0.000000,0.000000,99839.288538
1631512985.761719,-248.6562,-598.9092,-503.1996,-0.8773,-2.8070,-3.8586,-4.95,3.91,-111.44,0.000000,0.000000,0.000000,99894.505657
1631512985.848362,-248.7412,-599.1810,-503.5737,-0.8457,-2.7051,-3.7286,-6.05,3.96,-110.85,0.000000,0.000000,0.000000,99898.111708
1631512985.933754,-248.8365,-599.4858,-503.9946,-0.8460,-2.7062,-3.7428,-7.49,3.88,-110.09,0.000000,0.000000,0.000000,99886.039467
1631512986.031029,-248.9694,-599.9106,-504.5833,-0.9158,-2.9257,-4.0602,-9.64,3.56,-109.04,0.000000,0.000000,0.000000,99851.132945
1631512986.160646,-249.0573,-600.1911,-504.9731,-0.8777,-2.7918,-3.8845,-11.03,3.21,-108.41,0.000000,0.000000,0.000000,99903.612275
1631512986.437741,-249.3512,-601.1271,-506.2789,-0.8632,-2.7801,-3.8855,-13.25,2.01,-108.10,0.000000,0.000000,0.000000,99839.393582
1631512986.646162,-249.5457,-601.7578,-507.1576,-0.8439,-2.7481,-3.8149,-14.45,1.13,-109.26,0.000000,0.000000,0.000000,99837.778578
1631512986.733949,-249.6349,-602.0488,-507.5612,-0.8302,-2.7115,-3.7582,-15.12,1.04,-109.96,0.000000,0.000000,0.000000,99835.874808
1631512986.826103,-249.7685,-602.4856,-508.1666,-0.9032,-2.9551,-4.0969,-16.51,1.21,-110.73,0.000000,0.000000,0.000000,99769.694642
1631512986.958478,-249.8475,-602.7442,-508.5251,-0.8466,-2.7730,-3.8464,-17.78,1.70,-110.72,0.000000,0.000000,0.000000,99865.705853
1631512987.036765,-249.9514,-603.0839,-508.9968,-0.8601,-2.8092,-3.9048,-19.78,2.56,-110.24,0.000000,0.000000,0.000000,99824.461444
1631512987.141771,-250.0440,-603.3861,-509.4171,-0.8473,-2.7601,-3.8394,-21.54,3.45,-109.49,0.000000,0.000000,0.000000,99846.236842
1631512987.235616,-250.1509,-603.7342,-509.9016,-0.8635,-2.8133,-3.9170,-23.32,4.30,-108.49,0.000000,0.000000,0.000000,99827.558265
1631512987.431838,-250.3385,-604.3456,-510.7540,-0.8455,-2.7570,-3.8447,-26.49,4.21,-106.51,0.000000,0.000000,0.000000,99804.467386
1631512987.535296,-250.4463,-604.6965,-511.2431,-0.8688,-2.8217,-3.9341,-28.32,3.58,-105.45,0.000000,0.000000,0.000000,99800.055015
1631512987.643761,-250.5458,-605.0187,-511.6925,-0.8689,-2.8082,-3.9165,-30.01,3.20,-104.61,0.000000,0.000000,0.000000,99819.985159
1631512987.742649,-250.6522,-605.3620,-512.1714,-0.8805,-2.8368,-3.9584,-31.82,2.95,-103.85,0.000000,0.000000,0.000000,99813.042658
1631512987.847617,-250.7478,-605.6697,-512.6009,-0.8674,-2.7903,-3.8960,-33.45,2.90,-103.23,0.000000,0.000000,0.000000,99833.783898
1631512987.942179,-250.8550,-606.0139,-513.0819,-0.8823,-2.8261,-3.9530,-35.25,3.07,-102.63,0.000000,0.000000,0.000000,99818.396560
1631512988.047909,-250.9521,-606.3242,-513.5161,-0.8723,-2.7858,-3.8980,-36.78,3.29,-102.15,0.000000,0.000000,0.000000,99838.603797
1631512988.143526,-251.0547,-606.6515,-513.9744,-0.8754,-2.7885,-3.9074,-38.38,3.34,-101.65,0.000000,0.000000,0.000000,99833.316208
1631512988.244923,-251.1393,-606.9203,-514.3509,-0.8455,-2.6839,-3.7578,-39.90,2.80,-101.02,0.000000,0.000000,0.000000,99861.952457
1631512988.329979,-251.2514,-607.2754,-514.8474,-0.8830,-2.7898,-3.8940,-41.79,1.94,-100.09,0.000000,0.000000,0.000000,99820.420172
1631512988.441792,-251.3691,-607.6462,-515.3649,-0.9136,-2.8752,-4.0150,-43.64,1.33,-99.12,0.000000,0.000000,0.000000,99822.341439
1631512988.554594,-251.4497,-607.8992,-515.7185,-0.8658,-2.7089,-3.7880,-45.13,0.78,-98.29,0.000000,0.000000,0.000000,99877.977640
1631512988.633171,-251.5415,-608.1853,-516.1181,-0.8609,-2.6759,-3.7323,-46.86,0.02,-97.30,0.000000,0.000000,0.000000,99859.045068
1631512988.725031,-251.6468,-608.5116,-516.5729,-0.8841,-2.7320,-3.8086,-48.48,-0.56,-96.40,0.000000,0.000000,0.000000,99843.272796
1631512988.829094,-251.7786,-608.9182,-517.1397,-0.9419,-2.9064,-4.0487,-50.27,-1.00,-95.41,0.000000,0.000000,0.000000,99818.366759
1631512988.953124,-251.8831,-609.2406,-517.5891,-0.9265,-2.8563,-3.9835,-51.54,-1.40,-94.65,0.000000,0.000000,0.000000,99860.325151
1631512989.049889,-251.9622,-609.4841,-517.9290,-0.8698,-2.6788,-3.7449,-52.62,-1.89,-93.94,0.000000,0.000000,0.000000,99891.644652
1631512989.126184,-252.0841,-609.8592,-518.4538,-0.9170,-2.8201,-3.9429,-54.48,-2.79,-92.55,0.000000,0.000000,0.000000,99836.983954
1631512989.243635,-252.2024,-610.2231,-518.9615,-0.9382,-2.8851,-4.0168,-56.16,-3.55,-91.16,0.000000,0.000000,0.000000,99849.246723
1631512989.353657,-252.3044,-610.5367,-519.3972,-0.9213,-2.8359,-3.9322,-57.46,-3.76,-90.17,0.000000,0.000000,0.000000,99871.541421
1631512989.448469,-252.3974,-610.8231,-519.7937,-0.8944,-2.7566,-3.8132,-58.67,-3.49,-89.49,0.000000,0.000000,0.000000,99881.738900
1631512989.537092,-252.5037,-611.1517,-520.2479,-0.8990,-2.7843,-3.8464,-60.04,-2.88,-88.91,0.000000,0.000000,0.000000,99867.343566
1631512989.639434,-252.6284,-611.5392,-520.7832,-0.9315,-2.9007,-4.0090,-61.49,-2.13,-88.24,0.000000,0.000000,0.000000,99852.446839
1631512989.756808,-252.7167,-611.8134,-521.1631,-0.8899,-2.7573,-3.8277,-62.67,-1.53,-87.52,0.000000,0.000000,0.000000,99896.903397
1631512989.840811,-252.8117,-612.1065,-521.5708,-0.8780,-2.7033,-3.7662,-64.18,-1.09,-86.33,0.000000,0.000000,0.000000,99888.763110
1631512989.933637,-252.9360,-612.4878,-522.1024,-0.9277,-2.8360,-3.9532,-65.71,-1.10,-84.52,0.000000,0.000000,0.000000,99860.383497
1631512990.052180,-253.0417,-612.8102,-522.5513,-0.9231,-2.8149,-3.9152,-66.60,-1.41,-83.11,0.000000,0.000000,0.000000,99884.286688
1631512990.150802,-253.1335,-613.0904,-522.9400,-0.8949,-2.7336,-3.7816,-67.26,-1.68,-82.35,0.000000,0.000000,0.000000,99897.670856
1631512990.238239,-253.2353,-613.4012,-523.3689,-0.9001,-2.7427,-3.7789,-67.86,-1.81,-82.24,0.000000,0.000000,0.000000,99887.355623
1631512990.336221,-253.3278,-613.6821,-523.7558,-0.8865,-2.6861,-3.6998,-68.30,-1.89,-82.55,0.000000,0.000000,0.000000,99899.505560
1631512990.425723,-253.4690,-614.1079,-524.3429,-0.9680,-2.9101,-4.0169,-68.84,-2.15,-82.99,0.000000,0.000000,0.000000,99858.603307
1631512990.556368,-253.5714,-614.4154,-524.7679,-0.9416,-2.8260,-3.9086,-69.07,-2.58,-82.90,0.000000,0.000000,0.000000,99901.668346
1631512990.649171,-253.6694,-614.7107,-525.1761,-0.9126,-2.7594,-3.8104,-69.27,-3.10,-82.55,0.000000,0.000000,0.000000,99904.308891
1631512990.740654,-253.7678,-615.0095,-525.5881,-0.8964,-2.7307,-3.7617,-69.34,-3.47,-82.37,0.000000,0.000000,0.000000,99902.661330
1631512990.834742,-253.8937,-615.3947,-526.1177,-0.9367,-2.8772,-3.9491,-69.24,-3.44,-82.78,0.000000,0.000000,0.000000,99879.660039
1631512990.952986,-253.9926,-615.6997,-526.5357,-0.9119,-2.8153,-3.8556,-69.04,-2.91,-83.68,0.000000,0.000000,0.000000,99907.191019
1631512991.045637,-254.0779,-615.9631,-526.8965,-0.8727,-2.6966,-3.6967,-68.82,-2.30,-84.56,0.000000,0.000000,0.000000,99918.780390
1631512991.128419,-254.1986,-616.3352,-527.4080,-0.9171,-2.8211,-3.8884,-68.66,-1.65,-85.30,0.000000,0.000000,0.000000,99889.629434
1631512991.244498,-254.3075,-616.6702,-527.8706,-0.9173,-2.8258,-3.9048,-68.60,-1.42,-85.38,0.000000,0.000000,0.000000,99904.558666
1631512991.346992,-254.4024,-616.9633,-528.2756,-0.8918,-2.7579,-3.8108,-68.35,-1.43,-85.33,0.000000,0.000000,0.000000,99916.079401
1631512991.437810,-254.5028,-617.2743,-528.7055,-0.8870,-2.7543,-3.8076,-67.96,-1.51,-85.44,0.000000,0.000000,0.000000,99910.986158
1631512991.535297,-254.6096,-617.6069,-529.1654,-0.8948,-2.7925,-3.8639,-67.83,-1.41,-85.88,0.000000,0.000000,0.000000,99907.270653
1631512991.638743,-254.7143,-617.9344,-529.6190,-0.8945,-2.8019,-3.8842,-68.16,-1.07,-86.59,0.000000,0.000000,0.000000,99911.548363
1631512991.739833,-254.8355,-618.3141,-530.1462,-0.9260,-2.8961,-4.0281,-68.77,-0.71,-87.47,0.000000,0.000000,0.000000,99902.190740
1631512991.854643,-254.9237,-618.5899,-530.5302,-0.8835,-2.7645,-3.8512,-69.24,-0.64,-87.90,0.000000,0.000000,0.000000,99929.238807
1631512991.939079,-255.0203,-618.8922,-530.9514,-0.8742,-2.7370,-3.8125,-69.52,-0.69,-88.24,0.000000,0.000000,0.000000,99921.674761
1631512992.034072,-255.1497,-619.2964,-531.5145,-0.9329,-2.9049,-4.0476,-69.72,-0.86,-88.34,0.000000,0.000000,0.000000,99900.579505
1631512992.157307,-255.2466,-619.5979,-531.9344,-0.9054,-2.8207,-3.9251,-69.74,-0.97,-88.21,0.000000,0.000000,0.000000,99927.440634
1631512992.248457,-255.3279,-619.8518,-532.2872,-0.8576,-2.6834,-3.7241,-69.55,-0.95,-88.15,0.000000,0.000000,0.000000,99937.252991
1631512992.328419,-255.4382,-620.1982,-532.7672,-0.8826,-2.7772,-3.8450,-69.14,-0.65,-88.24,0.000000,0.000000,0.000000,99916.011496
1631512992.437730,-255.5482,-620.5454,-533.2476,-0.8938,-2.8302,-3.9161,-68.96,-0.09,-88.45,0.000000,0.000000,0.000000,99919.670211
1631512992.544511,-255.6549,-620.8843,-533.7166,-0.8932,-2.8423,-3.9321,-69.07,0.38,-88.57,0.000000,0.000000,0.000000,99924.362009
1631512992.647688,-255.7466,-621.1764,-534.1209,-0.8667,-2.7600,-3.8242,-69.28,0.52,-88.40,0.000000,0.000000,0.000000,99935.316402
1631512992.737900,-255.8449,-621.4888,-534.5541,-0.8658,-2.7512,-3.8141,-69.66,0.42,-87.83,0.000000,0.000000,0.000000,99930.738973
1631512992.835868,-255.9708,-621.8888,-535.1080,-0.9149,-2.9089,-4.0230,-70.05,0.07,-86.94,0.000000,0.000000,0.000000,99915.454311
1631512992.957488,-256.0424,-622.1162,-535.4222,-0.8479,-2.6880,-3.7117,-70.06,-0.27,-86.54,0.000000,0.000000,0.000000,99951.105844
1631512993.028053,-256.1494,-622.4542,-535.8886,-0.8788,-2.7640,-3.8154,-69.97,-0.79,-86.18,0.000000,0.000000,0.000000,99927.420072
1631512993.134892,-256.2502,-622.7698,-536.3245,-0.8861,-2.7667,-3.8207,-70.04,-1.19,-86.06,0.000000,0.000000,0.000000,99934.004726
1631512993.233482,-256.3679,-623.1359,-536.8303,-0.9232,-2.8593,-3.9531,-70.30,-1.50,-86.00,0.000000,0.000000,0.000000,99926.470000
1631512993.345603,-256.4879,-623.5056,-537.3421,-0.9479,-2.9137,-4.0368,-70.81,-1.82,-85.70,0.000000,0.000000,0.000000,99929.381472
1631512993.456079,-256.5679,-623.7513,-537.6827,-0.8858,-2.7196,-3.7720,-71.02,-2.18,-85.22,0.000000,0.000000,0.000000,99952.550021
1631512993.531768,-256.6731,-624.0753,-538.1320,-0.8897,-2.7511,-3.8109,-70.88,-2.71,-84.49,0.000000,0.000000,0.000000,99937.303930
1631512993.634006,-256.7988,-624.4652,-538.6719,-0.9316,-2.8880,-4.0020,-70.12,-3.16,-83.59,0.000000,0.000000,0.000000,99928.303424
1631512993.753028,-256.9030,-624.7881,-539.1196,-0.9189,-2.8494,-3.9514,-69.59,-3.32,-82.81,0.000000,0.000000,0.000000,99941.961008
1631512993.850335,-257.0013,-625.0936,-539.5430,-0.8959,-2.7967,-3.8731,-69.13,-3.24,-82.33,0.000000,0.000000,0.000000,99945.201531
1631512993.943932,-257.0931,-625.3813,-539.9414,-0.8686,-2.7299,-3.7824,-68.64,-3.11,-82.11,0.000000,0.000000,0.000000,99948.323301
1631512994.033975,-257.2220,-625.7869,-540.5047,-0.9221,-2.8985,-4.0342,-68.21,-2.94,-81.80,0.000000,0.000000,0.000000,99930.881100
1631512994.157907,-257.3070,-626.0532,-540.8762,-0.8788,-2.7427,-3.8348,-68.33,-3.00,-81.22,0.000000,0.000000,0.000000,99955.060484
1631512994.239748,-257.3989,-626.3395,-541.2769,-0.8633,-2.6903,-3.7639,-68.42,-3.30,-80.44,0.000000,0.000000,0.000000,99950.620565
1631512994.330911,-257.5099,-626.6858,-541.7607,-0.8894,-2.7784,-3.8784,-68.28,-3.83,-79.79,0.000000,0.000000,0.000000,99941.450495
1631512994.440071,-257.6132,-627.0092,-542.2114,-0.8909,-2.7930,-3.8859,-67.96,-4.31,-79.76,0.000000,0.000000,0.000000,99946.539074
1631512994.540322,-257.7164,-627.3331,-542.6615,-0.8928,-2.8015,-3.8898,-67.85,-4.48,-80.32,0.000000,0.000000,0.000000,99947.592224
1631512994.640296,-257.8126,-627.6350,-543.0803,-0.8802,-2.7626,-3.8306,-67.97,-4.39,-81.13,0.000000,0.000000,0.000000,99951.910067
1631512994.734082,-257.9275,-627.9954,-543.5799,-0.9081,-2.8440,-3.9410,-68.30,-4.20,-82.13,0.000000,0.000000,0.000000,99944.556737
1631512994.844889,-258.0246,-628.2995,-544.0010,-0.8901,-2.7877,-3.8604,-68.51,-4.14,-82.81,0.000000,0.000000,0.000000,99954.129494
1631512994.938267,-258.1194,-628.5964,-544.4122,-0.8747,-2.7411,-3.7971,-68.57,-4.08,-83.33,0.000000,0.000000,0.000000,99955.075620
1631512995.031136,-258.2303,-628.9439,-544.8940,-0.8960,-2.8045,-3.8907,-68.61,-3.89,-83.75,0.000000,0.000000,0.000000,99948.849260
1631512995.139189,-258.3299,-629.2554,-545.3265,-0.8873,-2.7756,-3.8557,-68.67,-3.60,-83.82,0.000000,0.000000,0.000000,99955.010615
1631512995.235696,-258.4617,-629.6671,-545.8989,-0.9418,-2.9386,-4.0892,-68.83,-3.09,-83.62,0.000000,0.000000,0.000000,99943.224308
1631512995.359657,-258.5578,-629.9666,-546.3155,-0.9114,-2.8368,-3.9439,-69.08,-2.47,-83.42,0.000000,0.000000,0.000000,99959.278708
1631512995.449447,-258.6384,-630.2173,-546.6637,-0.8650,-2.6861,-3.7296,-69.23,-1.77,-83.39,0.000000,0.000000,0.000000,99964.681622
1631512995.528142,-258.7410,-630.5353,-547.1052,-0.8789,-2.7228,-3.7802,-69.34,-0.79,-83.47,0.000000,0.000000,0.000000,99955.345296
1631512995.629590,-258.7813,-630.6603,-547.2785,-0.7589,-2.3573,-3.2647,-69.33,-0.44,-83.49,0.000000,0.000000,0.000000,99981.394249
1631512995.775266,-258.8248,-630.7955,-547.4654,-0.6894,-2.1422,-2.9568,-69.05,-0.30,-83.46,0.000000,0.000000,0.000000,99977.522711
1631512995.944126,-258.9205,-631.0920,-547.8734,-0.7712,-2.3840,-3.2721,-68.99,-0.09,-83.10,0.000000,0.000000,0.000000,99952.400785
1631512996.056478,-258.9816,-631.2811,-548.1323,-0.7395,-2.2849,-3.1259,-69.26,0.02,-82.80,0.000000,0.000000,0.000000,99970.548648
1631512996.126612,-259.1091,-631.6765,-548.6709,-0.8544,-2.6616,-3.6108,-69.62,-0.08,-82.42,0.000000,0.000000,0.000000,99944.051750
1631512996.263297,-259.1800,-631.8978,-548.9706,-0.8077,-2.5249,-3.4119,-69.51,-0.45,-82.47,0.000000,0.000000,0.000000,99969.943424
1631512996.337282,-259.2703,-632.1801,-549.3514,-0.8214,-2.5683,-3.4605,-69.26,-1.15,-82.69,0.000000,0.000000,0.000000,99961.634647
1631512996.432906,-259.3710,-632.4947,-549.7749,-0.8511,-2.6558,-3.5724,-68.96,-1.97,-83.10,0.000000,0.000000,0.000000,99959.050975
1631512996.536691,-259.4831,-632.8441,-550.2446,-0.8892,-2.7713,-3.7247,-68.71,-2.91,-83.60,0.000000,0.000000,0.000000,99956.931062
1631512996.647574,-259.5876,-633.1706,-550.6830,-0.8916,-2.7944,-3.7484,-68.34,-3.88,-84.13,0.000000,0.000000,0.000000,99961.383655
1631512996.748830,-259.6701,-633.4304,-551.0312,-0.8508,-2.6830,-3.5946,-67.82,-4.68,-84.68,0.000000,0.000000,0.000000,99969.020643
1631512996.830979,-259.7693,-633.7439,-551.4510,-0.8589,-2.7219,-3.6420,-67.08,-5.54,-85.44,0.000000,0.000000,0.000000,99962.744600
1631512996.931096,-259.9105,-634.1925,-552.0512,-0.9385,-2.9861,-3.9956,-66.14,-6.44,-86.43,0.000000,0.000000,0.000000,99950.982738
1631512997.065974,-259.9805,-634.4157,-552.3500,-0.8551,-2.7301,-3.6580,-65.84,-6.79,-86.74,0.000000,0.000000,0.000000,99975.565389
1631512997.133816,-260.0857,-634.7529,-552.8021,-0.8659,-2.7894,-3.7419,-65.62,-7.22,-87.00,0.000000,0.000000,0.000000,99962.848787
1631512997.239184,-260.1871,-635.0813,-553.2428,-0.8636,-2.8070,-3.7660,-65.63,-7.46,-86.97,0.000000,0.000000,0.000000,99964.875049
1631512997.340514,-260.2949,-635.4322,-553.7135,-0.8780,-2.8574,-3.8340,-65.83,-7.46,-86.53,0.000000,0.000000,0.000000,99963.501388
1631512997.447358,-260.3879,-635.7340,-554.1187,-0.8642,-2.7964,-3.7551,-66.05,-7.31,-85.85,0.000000,0.000000,0.000000,99968.823651
1631512997.539715,-260.4863,-636.0510,-554.5444,-0.8681,-2.7915,-3.7476,-66.25,-6.98,-85.10,0.000000,0.000000,0.000000,99967.209349
1631512997.637735,-260.5848,-636.3671,-554.9683,-0.8710,-2.7890,-3.7366,-66.32,-6.49,-84.55,0.000000,0.000000,0.000000,99967.670529
1631512997.735571,-260.6917,-636.7083,-555.4250,-0.8906,-2.8325,-3.7912,-66.21,-5.90,-84.28,0.000000,0.000000,0.000000,99965.943678
1631512997.840282,-260.7947,-637.0352,-555.8624,-0.8925,-2.8296,-3.7843,-66.08,-5.37,-84.17,0.000000,0.000000,0.000000,99968.165255
1631512997.940000,-260.8963,-637.3570,-556.2928,-0.8892,-2.8181,-3.7693,-65.84,-4.99,-84.11,0.000000,0.000000,0.000000,99969.052095
1631512998.038466,-261.0057,-637.7034,-556.7566,-0.9031,-2.8536,-3.8252,-65.61,-4.74,-83.95,0.000000,0.000000,0.000000,99967.416236
1631512998.143855,-261.1389,-638.1244,-557.3212,-0.9495,-3.0053,-4.0305,-65.41,-4.43,-83.60,0.000000,0.000000,0.000000,99962.490281
1631512998.267545,-261.2108,-638.3521,-557.6266,-0.8678,-2.7489,-3.6872,-65.15,-4.23,-83.46,0.000000,0.000000,0.000000,99979.323374
1631512998.336307,-261.3068,-638.6562,-558.0348,-0.8625,-2.7371,-3.6775,-64.71,-3.94,-83.44,0.000000,0.000000,0.000000,99971.548557
1631512998.432091,-261.4047,-638.9670,-558.4529,-0.8647,-2.7436,-3.6934,-64.43,-3.57,-83.54,0.000000,0.000000,0.000000,99971.212675
1631512998.530031,-261.5331,-639.3741,-559.0016,-0.9224,-2.9199,-3.9401,-64.31,-3.13,-83.75,0.000000,0.000000,0.000000,99964.401182
1631512998.653637,-261.6246,-639.6634,-559.3920,-0.8906,-2.8104,-3.7932,-64.24,-2.90,-83.93,0.000000,0.000000,0.000000,99975.059432
1631512998.741062,-261.7299,-639.9948,-559.8392,-0.8992,-2.8247,-3.8106,-64.17,-2.72,-84.20,0.000000,0.000000,0.000000,99971.343577
1631512998.842613,-261.8245,-640.2917,-560.2396,-0.8829,-2.7684,-3.7338,-64.20,-2.57,-84.49,0.000000,0.000000,0.000000,99974.473019
1631512998.934415,-261.9440,-640.6663,-560.7446,-0.9180,-2.8779,-3.8765,-64.26,-2.29,-84.75,0.000000,0.000000,0.000000,99968.779350
1631512999.048727,-262.0420,-640.9744,-561.1590,-0.8949,-2.8232,-3.7907,-64.11,-2.03,-84.89,0.000000,0.000000,0.000000,99974.764330
1631512999.142216,-262.1426,-641.2927,-561.5860,-0.8851,-2.8091,-3.7682,-63.77,-1.70,-85.05,0.000000,0.000000,0.000000,99973.976678
1631512999.239859,-262.2381,-641.5962,-561.9934,-0.8715,-2.7720,-3.7245,-63.58,-1.26,-85.16,0.000000,0.000000,0.000000,99975.237957
1631512999.333858,-262.3770,-642.0385,-562.5883,-0.9420,-2.9987,-4.0352,-63.58,-0.44,-85.32,0.000000,0.000000,0.000000,99965.958070
1631512999.465537,-262.4715,-642.3398,-562.9936,-0.9011,-2.8791,-3.8716,-63.59,0.18,-85.53,0.000000,0.000000,0.000000,99977.421344
1631512999.554318,-262.5531,-642.6007,-563.3446,-0.8547,-2.7313,-3.6773,-63.58,0.71,-85.71,0.000000,0.000000,0.000000,99979.709431
