#timestamp [ns],w_RS_S_x [rad s^-1],w_RS_S_y [rad s^-1],w_RS_S_z [rad s^-1],a_RS_S_x [m s^-2],a_RS_S_y [m s^-2],a_RS_S_z [m s^-2] 
1631512984.8146479,0.046488,0.111109,-0.017445,9.398000,0.822000,-1.550000
1631512984.9259267,0.047982,0.089338,-0.020919,9.321000,0.814000,-1.362000
1631512984.9950945,0.017414,0.047652,-0.014335,9.310000,0.889000,-1.346000
1631512985.1058497,-0.062437,-0.026788,-0.018958,9.326000,0.950000,-1.365000
1631512985.1962380,-0.112964,-0.072618,-0.029383,9.306000,0.993000,-1.469000
1631512985.3056114,-0.154537,-0.066499,-0.009869,9.379000,0.983000,-1.534000
1631512985.3947120,-0.168924,-0.039096,0.036320,9.370000,0.927000,-1.496000
1631512985.5186603,-0.138510,-0.036806,0.058035,9.356000,0.862000,-1.530000
1631512985.5962620,-0.141381,-0.049493,0.055496,9.323000,0.909000,-1.619000
1631512985.7225070,-0.194438,-0.042507,0.069349,9.440000,0.830000,-1.662000
1631512985.8079500,-0.211610,0.005682,0.106536,9.408000,0.779000,-1.728000
1631512985.8922212,-0.238384,-0.003276,0.126527,9.342000,0.776000,-1.763000
1631512985.9947751,-0.285226,-0.046445,0.137196,9.358000,0.674000,-1.792000
1631512986.1195364,-0.312104,-0.080854,0.129880,9.410000,0.577000,-1.917000
1631512986.2062371,-0.285056,-0.098767,0.106049,9.352000,0.491000,-1.964000
1631512986.2943327,-0.150376,-0.100517,0.029066,9.388000,0.495000,-2.051000
1631512986.4061732,-0.081591,-0.033654,-0.006911,9.367000,0.660000,-2.163000
1631512986.4959981,-0.117783,-0.073199,-0.069381,9.266000,0.731000,-2.085000
1631512986.6052315,-0.111424,-0.074169,-0.126016,9.374000,0.774000,-2.013000
1631512986.6943660,-0.086561,-0.003835,-0.142855,9.349000,0.920000,-2.074000
1631512986.7867901,-0.141352,0.026922,-0.126214,9.317000,1.067000,-2.100000
1631512986.9159865,-0.218359,0.067634,-0.060290,9.326000,1.283000,-2.109000
1631512986.9941137,-0.300913,0.113116,0.058507,9.293000,1.260000,-1.956000
1631512987.1023612,-0.355539,0.109599,0.159996,9.262000,1.164000,-1.798000
1631512987.1957674,-0.322852,0.102775,0.201548,9.291000,1.032000,-1.579000
1631512987.2994461,-0.287705,0.043261,0.202739,9.272000,0.912000,-1.472000
1631512987.3930664,-0.300780,-0.059246,0.173676,9.243000,0.793000,-1.468000
1631512987.5060489,-0.309999,-0.189011,0.107353,9.357000,0.654000,-1.553000
1631512987.5980525,-0.304727,-0.154515,0.103055,9.381000,0.659000,-1.861000
1631512987.7068660,-0.308795,-0.118425,0.091792,9.379000,0.593000,-1.952000
1631512987.7977316,-0.307293,-0.092882,0.085491,9.315000,0.589000,-2.004000
1631512987.9047484,-0.306320,-0.056050,0.093085,9.356000,0.603000,-2.116000
1631512988.0025675,-0.299519,-0.021555,0.100186,9.265000,0.519000,-2.123000
1631512988.0979476,-0.279330,-0.017659,0.091531,9.306000,0.483000,-2.076000
1631512988.2026587,-0.280187,-0.059520,0.064976,9.177000,0.447000,-2.074000
1631512988.2881835,-0.330693,-0.203248,0.018068,9.244000,0.393000,-2.124000
1631512988.3988717,-0.284881,-0.191740,0.024617,9.309000,0.485000,-2.414000
1631512988.5177402,-0.292314,-0.157424,0.062188,9.153000,0.611000,-2.658000
1631512988.5943239,-0.350895,-0.237030,0.041337,9.144000,0.558000,-2.782000
1631512988.6867123,-0.318303,-0.233603,0.018396,9.178000,0.513000,-2.890000
1631512988.7825880,-0.248946,-0.148713,0.035163,9.056000,0.705000,-3.156000
1631512988.9005132,-0.250567,-0.144248,0.049045,8.998000,0.671000,-3.142000
1631512989.0094783,-0.215309,-0.156692,0.021722,8.950000,0.841000,-3.407000
1631512989.0851448,-0.250417,-0.208236,0.010451,8.849000,0.894000,-3.486000
1631512989.2042806,-0.281521,-0.273994,0.016052,8.801000,0.879000,-3.682000
1631512989.3138611,-0.233985,-0.232041,0.034309,8.814000,0.921000,-3.865000
1631512989.4156582,-0.223219,-0.134836,0.087998,8.762000,0.986000,-4.032000
1631512989.4954879,-0.233593,-0.062550,0.128065,8.736000,1.016000,-4.073000
1631512989.5937362,-0.224042,-0.017243,0.146188,8.646000,0.952000,-3.965000
1631512989.7159591,-0.204218,-0.043439,0.147236,8.590000,0.911000,-3.951000
1631512989.7883811,-0.246559,-0.080172,0.186397,8.440000,0.894000,-4.084000
1631512989.8914742,-0.291629,-0.192694,0.167899,8.376000,0.740000,-4.107000
1631512989.9988718,-0.184649,-0.267132,0.083919,8.367000,0.704000,-4.370000
1631512990.1132574,-0.134940,-0.242982,0.033443,8.379000,0.788000,-4.632000
1631512990.1976333,-0.126317,-0.125580,0.000925,8.453000,0.768000,-4.740000
1631512990.2861731,-0.096922,0.009568,-0.020043,8.348000,0.855000,-4.840000
1631512990.3853974,-0.086805,0.063742,-0.044005,8.271000,0.926000,-4.793000
1631512990.5162513,-0.062389,0.023315,-0.062278,8.175000,1.004000,-4.643000
1631512990.6072600,-0.033870,-0.075907,-0.072851,8.188000,1.097000,-4.662000
1631512990.6904802,-0.034798,-0.103904,-0.067241,8.260000,1.122000,-4.614000
1631512990.7956326,0.000575,-0.032838,-0.046360,8.263000,1.234000,-4.745000
1631512990.9151862,0.018420,0.133827,0.007767,8.365000,1.262000,-4.711000
1631512991.0059297,0.035422,0.224557,0.045343,8.403000,1.219000,-4.562000
1631512991.0875552,0.039141,0.216015,0.056380,8.400000,1.228000,-4.454000
1631512991.2063591,0.004016,0.080198,0.044479,8.362000,1.185000,-4.288000
1631512991.3072703,0.014011,-0.006052,0.023283,8.473000,1.117000,-4.197000
1631512991.4052792,0.067645,-0.012393,-0.009455,8.551000,1.162000,-4.271000
1631512991.4965959,0.070460,0.029931,-0.027187,8.569000,1.232000,-4.301000
1631512991.6052520,-0.016948,0.107881,-0.001343,8.602000,1.250000,-4.220000
1631512991.6971157,-0.086280,0.151856,0.013460,8.578000,1.257000,-4.088000
1631512991.8159261,-0.099553,0.139375,-0.005155,8.601000,1.285000,-3.959000
1631512991.8962634,-0.098635,0.072356,-0.023898,8.645000,1.306000,-3.839000
1631512991.9915533,-0.030496,0.047097,-0.034161,8.697000,1.307000,-3.786000
1631512992.1151865,-0.027664,-0.027122,-0.022172,8.677000,1.368000,-3.861000
1631512992.2144690,0.009062,-0.033458,-0.004567,8.742000,1.349000,-3.773000
1631512992.2942364,0.059840,0.001945,0.014408,8.747000,1.288000,-3.756000
1631512992.3975916,0.068349,0.051480,0.058628,8.758000,1.292000,-3.753000
1631512992.5079708,0.001833,0.073370,0.082742,8.775000,1.228000,-3.657000
1631512992.6017520,-0.029205,0.033161,0.058610,8.738000,1.097000,-3.573000
1631512992.7053955,-0.047124,-0.049023,0.026459,8.671000,1.110000,-3.609000
1631512992.7957025,-0.081899,-0.134000,0.014820,8.722000,1.076000,-3.728000
1631512992.9166622,-0.037158,-0.138761,-0.018873,8.722000,1.087000,-3.837000
1631512992.9962397,0.010740,-0.117868,-0.053886,8.713000,1.136000,-4.021000
1631512993.0953703,0.017305,-0.059017,-0.064677,8.607000,1.238000,-4.172000
1631512993.1953650,-0.027686,-0.036147,-0.055749,8.636000,1.302000,-4.218000
1631512993.3151586,-0.053767,-0.012259,-0.030544,8.548000,1.402000,-4.282000
1631512993.4103701,-0.094432,-0.095201,-0.031399,8.488000,1.394000,-4.259000
1631512993.4929969,-0.032593,-0.139846,-0.044527,8.420000,1.423000,-4.262000
1631512993.6026464,0.079708,-0.154888,-0.046286,8.403000,1.378000,-4.249000
1631512993.6988494,0.139839,-0.141282,-0.003154,8.290000,1.485000,-4.595000
1631512993.8105311,0.089121,-0.139217,0.033634,8.294000,1.434000,-4.706000
1631512993.8998170,0.089787,-0.055590,0.049584,8.278000,1.299000,-4.671000
1631512994.0047359,0.104026,-0.014823,0.031069,8.198000,1.306000,-4.726000
1631512994.1121635,0.027927,-0.044378,0.045634,8.068000,1.227000,-4.825000
1631512994.1874988,-0.027896,-0.132501,0.031964,8.009000,1.239000,-4.938000
1631512994.2959795,0.000986,-0.172151,-0.014352,8.046000,1.114000,-4.966000
1631512994.3994005,0.048819,-0.096299,-0.059360,8.061000,1.223000,-5.180000
1631512994.4993064,0.058722,-0.002583,-0.084375,8.117000,1.254000,-5.225000
1631512994.5930490,-0.008604,0.113247,-0.053941,8.077000,1.299000,-5.205000
1631512994.6944671,-0.045813,0.158194,-0.036629,8.112000,1.275000,-5.018000
1631512994.7906647,-0.069844,0.157199,-0.027265,8.139000,1.305000,-4.889000
1631512994.9078388,-0.038684,0.101520,-0.042194,8.213000,1.340000,-4.694000
1631512994.9907453,-0.007196,0.092504,-0.017124,8.227000,1.444000,-4.681000
1631512995.1054218,-0.013194,0.058847,0.023886,8.221000,1.404000,-4.567000
1631512995.1951039,-0.011018,0.016205,0.054910,8.268000,1.432000,-4.582000
1631512995.3219676,-0.029916,-0.015358,0.096661,8.289000,1.385000,-4.627000
1631512995.4022462,-0.051761,0.014443,0.135431,8.350000,1.244000,-4.612000
1631512995.4884305,-0.028185,0.057969,0.150933,8.387000,1.166000,-4.601000
1631512995.5957503,-0.013250,0.082627,0.154079,8.401000,1.062000,-4.514000
1631512995.7323434,0.004876,0.059815,0.130559,8.431000,0.809000,-4.335000
1631512995.8918777,0.094855,0.005499,0.048773,8.438000,0.719000,-4.363000
1631512996.0071156,-0.029426,-0.059380,0.049959,8.451000,0.651000,-4.486000
1631512996.0872984,-0.073869,-0.061974,0.053144,8.452000,0.635000,-4.464000
1631512996.2242899,-0.016745,-0.035799,-0.045399,8.481000,0.499000,-4.380000
1631512996.2941554,0.034231,-0.015814,-0.094176,8.470000,0.612000,-4.469000
1631512996.3832831,0.049866,-0.005231,-0.145940,8.457000,0.733000,-4.542000
1631512996.4941082,0.046140,0.025175,-0.156834,8.427000,0.846000,-4.546000
1631512996.6045556,0.030340,0.017212,-0.173340,8.449000,1.035000,-4.542000
1631512996.7092934,0.075072,0.027796,-0.196299,8.453000,1.101000,-4.388000
1631512996.7881100,0.110963,0.047764,-0.203209,8.461000,1.265000,-4.415000
1631512996.8953588,0.121087,0.076960,-0.181473,8.481000,1.391000,-4.392000
1631512997.0256391,0.093967,0.063303,-0.130779,8.429000,1.548000,-4.308000
1631512997.0947635,0.060918,0.030805,-0.113864,8.441000,1.644000,-4.310000
1631512997.1989417,0.014486,-0.004241,-0.062057,8.419000,1.680000,-4.189000
1631512997.3028064,-0.012731,-0.033617,-0.017548,8.420000,1.694000,-4.213000
1631512997.4001272,-0.026896,-0.080964,0.053839,8.378000,1.650000,-4.336000
1631512997.5053198,-0.025043,-0.115914,0.088679,8.322000,1.590000,-4.486000
1631512997.5948274,-0.015524,-0.089743,0.117582,8.365000,1.523000,-4.589000
1631512997.7047477,0.009494,-0.027946,0.121155,8.373000,1.335000,-4.611000
1631512997.7992332,0.031724,0.016837,0.099869,8.338000,1.278000,-4.684000
1631512997.9041514,0.020316,0.023709,0.087503,8.362000,1.113000,-4.549000
1631512997.9959750,0.055480,0.015192,0.054598,8.360000,1.135000,-4.581000
1631512998.0920627,0.035749,-0.017614,0.046603,8.317000,1.087000,-4.618000
1631512998.2209628,0.028755,-0.031296,0.067399,8.361000,0.965000,-4.556000
1631512998.2969098,0.076743,-0.006721,0.059271,8.334000,0.927000,-4.603000
1631512998.3944390,0.084471,0.033375,0.044867,8.350000,0.953000,-4.637000
1631512998.4894347,0.028762,0.049636,0.054087,8.382000,0.884000,-4.650000
1631512998.6129498,0.004270,0.058098,0.035310,8.366000,0.795000,-4.567000
1631512998.7007198,0.014906,0.048424,0.021382,8.435000,0.730000,-4.568000
1631512998.8052123,0.006403,0.060164,-0.002317,8.478000,0.713000,-4.547000
1631512998.8962722,-0.016489,0.063553,0.006220,8.472000,0.715000,-4.445000
1631512999.0100355,-0.006952,0.046492,0.032443,8.532000,0.636000,-4.347000
1631512999.1008949,0.044698,0.043511,0.033068,8.602000,0.597000,-4.221000
1631512999.1947527,0.065041,0.054761,0.042767,8.586000,0.642000,-4.253000
1631512999.2955339,0.020507,0.055706,0.075257,8.590000,0.635000,-4.260000
1631512999.4269345,-0.020109,0.078893,0.100795,8.644000,0.445000,-4.150000
1631512999.5071781,0.003926,0.096106,0.087209,8.643000,0.359000,-3.998000
1631512999.5940242,0.000295,0.081238,0.083018,8.650000,0.369000,-4.030000
1631512999.7029901,-0.075896,0.040541,0.101036,8.686000,0.236000,-3.967000
1631512999.8088913,-0.074448,0.054760,0.072520,8.731000,0.119000,-3.952000
1631512999.8795068,-0.064538,0.087653,0.006616,8.760000,0.104000,-3.903000
1631512999.9910970,-0.063167,0.102658,-0.041044,8.818000,0.199000,-3.903000
1631513000.1052132,-0.092973,0.077423,-0.089027,8.817000,0.291000,-3.788000
1631513000.1971698,-0.046671,0.030193,-0.126293,8.857000,0.380000,-3.559000
1631513000.2899246,-0.002965,0.010661,-0.126443,8.881000,0.519000,-3.582000
1631513000.4019117,-0.002767,0.031471,-0.093845,8.873000,0.675000,-3.610000
1631513000.4958193,-0.001903,0.070041,-0.060226,8.903000,0.747000,-3.565000
1631513000.6089149,0.004430,0.097175,-0.022382,8.895000,0.744000,-3.437000
1631513000.6954632,0.011154,0.088516,0.018191,8.884000,0.820000,-3.391000
1631513000.7946880,-0.021436,0.036395,0.064519,8.859000,0.766000,-3.315000
1631513000.8996544,-0.021079,-0.022605,0.073050,8.963000,0.682000,-3.280000
1631513001.0166397,0.023602,0.020081,0.053672,8.968000,0.624000,-3.313000
1631513001.1015155,0.002851,0.041949,0.039606,8.957000,0.629000,-3.336000
1631513001.1841092,-0.027483,0.061112,0.030467,8.991000,0.528000,-3.239000
1631513001.2920237,-0.028738,0.097188,0.026088,8.993000,0.519000,-3.197000
1631513001.4087152,-0.048300,0.074364,0.022553,8.994000,0.491000,-3.083000
1631513001.4982135,-0.016259,0.030800,-0.010449,9.033000,0.511000,-2.957000
1631513001.6039586,0.014965,-0.007531,-0.055679,9.075000,0.531000,-2.941000
1631513001.6971445,0.016059,-0.022229,-0.061582,9.001000,0.622000,-3.110000
1631513001.8260884,0.002390,-0.088600,-0.038732,9.051000,0.686000,-3.263000
1631513001.8951340,0.029331,-0.096859,-0.036151,9.024000,0.645000,-3.266000
1631513001.9925871,0.045312,-0.105575,-0.038979,8.971000,0.741000,-3.406000
1631513002.0944161,0.066225,-0.067182,-0.028101,9.023000,0.699000,-3.411000
1631513002.2141585,0.097841,-0.012888,-0.022588,8.975000,0.712000,-3.442000
1631513002.3061793,0.069127,0.002475,-0.012414,8.942000,0.740000,-3.486000
1631513002.3857381,0.040837,0.006466,-0.004938,8.945000,0.704000,-3.419000
1631513002.4968438,0.061351,0.008868,-0.011150,8.980000,0.612000,-3.351000
1631513002.6133432,0.107885,0.021452,-0.018497,8.959000,0.642000,-3.350000
1631513002.6863608,0.090518,-0.017678,-0.020457,8.910000,0.683000,-3.400000
1631513002.7894394,0.023962,-0.066959,-0.009107,8.857000,0.683000,-3.477000
1631513002.8851783,-0.024684,-0.117154,-0.008021,8.861000,0.647000,-3.550000
1631513003.0120370,-0.057765,-0.118870,-0.009005,8.845000,0.724000,-3.735000
1631513003.1160982,0.018264,-0.084681,-0.039324,8.863000,0.613000,-3.672000
1631513003.1774230,0.072634,-0.030840,-0.041411,8.846000,0.712000,-3.848000
1631513003.2991767,0.014596,-0.023594,-0.019209,8.768000,0.842000,-3.955000
1631513003.4260657,-0.029132,-0.062638,0.000026,8.670000,0.776000,-3.881000
1631513003.4951835,0.010862,-0.098544,0.000658,8.673000,0.707000,-3.882000
1631513003.6055508,0.038325,-0.106489,0.005927,8.604000,0.738000,-4.090000
1631513003.7024512,0.024570,-0.112174,0.008622,8.571000,0.738000,-4.179000
1631513003.8206909,0.058252,-0.098521,-0.012929,8.575000,0.705000,-4.236000
1631513003.9014897,0.064453,-0.043096,-0.002161,8.568000,0.680000,-4.310000
1631513003.9840829,0.070628,-0.020356,0.003569,8.551000,0.681000,-4.299000
1631513004.1001689,0.069314,0.023363,0.027757,8.596000,0.583000,-4.249000
1631513004.2279394,0.041579,0.010115,0.066542,8.542000,0.467000,-4.202000
1631513004.3191066,0.016595,-0.017214,0.081606,8.557000,0.451000,-4.107000
1631513004.3961961,0.015499,-0.020911,0.096401,8.532000,0.349000,-4.225000
1631513004.4947941,0.037528,-0.056998,0.088542,8.493000,0.293000,-4.246000
1631513004.6148188,0.030878,-0.101741,0.080901,8.520000,0.177000,-4.421000
1631513004.7051027,-0.018887,-0.081549,0.080498,8.522000,0.171000,-4.541000
1631513004.7897983,-0.037006,-0.021074,0.071483,8.521000,0.052000,-4.577000
1631513004.9054155,-0.021562,0.041588,0.100717,8.460000,-0.011000,-4.571000
1631513005.0375359,-0.027527,0.106904,0.089457,8.538000,-0.172000,-4.553000
1631513005.1989343,0.050138,0.133310,0.063816,8.588000,-0.219000,-4.266000
1631513005.2867682,-0.010846,0.110067,0.092649,8.584000,-0.215000,-4.138000
1631513005.3959284,-0.060620,0.155141,0.101088,8.658000,-0.311000,-4.021000
1631513005.5156610,-0.065607,0.137380,0.087496,8.676000,-0.394000,-3.868000
1631513005.6001155,-0.053598,0.098782,0.056338,8.725000,-0.376000,-3.717000
1631513005.6910374,-0.062859,0.053454,0.005665,8.715000,-0.494000,-3.799000
1631513005.7945676,-0.069477,-0.007335,-0.018744,8.721000,-0.465000,-3.875000
1631513005.9228034,-0.094899,-0.041351,-0.045613,8.771000,-0.453000,-4.007000
1631513006.0024099,-0.113900,-0.056686,-0.045246,8.755000,-0.323000,-4.028000
1631513006.0894957,-0.145433,-0.097937,-0.014818,8.653000,-0.232000,-4.003000
1631513006.2052832,-0.140838,-0.144309,0.049780,8.645000,-0.200000,-4.134000
1631513006.3019938,-0.103084,-0.173019,0.118005,8.655000,-0.237000,-4.310000
1631513006.3924649,-0.094107,-0.135080,0.157059,8.736000,-0.233000,-4.316000
1631513006.4859371,-0.096504,-0.029416,0.162070,8.691000,-0.361000,-4.358000
1631513006.6125541,-0.022116,0.038167,0.149373,8.577000,-0.563000,-4.372000
1631513006.7076457,0.049225,0.039870,0.150341,8.577000,-0.655000,-4.306000
1631513006.7993453,0.044966,0.080517,0.146222,8.626000,-0.765000,-4.298000
1631513006.8948069,0.001835,0.134230,0.127713,8.645000,-0.833000,-4.134000
1631513006.9900124,-0.081198,0.199782,0.075927,8.649000,-0.923000,-3.946000
1631513007.1130619,-0.153639,0.184985,-0.041652,8.551000,-0.944000,-3.792000
1631513007.1908751,-0.093704,0.020607,-0.082892,8.456000,-1.033000,-3.864000
1631513007.3056273,0.015736,-0.144933,-0.139731,8.576000,-0.812000,-3.855000
1631513007.4019332,0.021823,-0.167283,-0.186903,8.612000,-0.549000,-3.897000
1631513007.5281792,-0.002996,-0.134151,-0.183039,8.632000,-0.364000,-4.109000
1631513007.6008708,-0.024151,-0.092581,-0.153630,8.664000,-0.205000,-4.174000
1631513007.7047815,-0.056722,-0.072886,-0.099429,8.553000,-0.078000,-4.222000
1631513007.7986162,-0.075132,-0.058679,-0.031336,8.542000,-0.060000,-4.308000
1631513007.9040642,-0.052723,-0.029099,0.009605,8.532000,-0.085000,-4.405000
1631513007.9952860,-0.005479,0.004890,0.044227,8.582000,-0.064000,-4.399000
1631513008.0948977,0.024506,0.040613,0.070278,8.573000,-0.107000,-4.361000
1631513008.2053831,0.051603,0.037569,0.081784,8.560000,-0.170000,-4.257000
1631513008.3157485,0.064698,0.049190,0.063605,8.605000,-0.208000,-4.148000
1631513008.4095545,0.071744,0.085880,0.006501,8.624000,-0.294000,-4.106000
1631513008.4915905,0.053158,0.113936,-0.023017,8.692000,-0.295000,-4.061000
1631513008.5876122,0.007885,0.121635,-0.033882,8.675000,-0.278000,-3.919000
1631513008.6936510,-0.019940,0.067085,-0.000098,8.687000,-0.291000,-3.736000
1631513008.7949719,-0.027954,0.036587,0.010154,8.756000,-0.360000,-3.808000
1631513008.9041283,0.025164,0.042637,-0.004711,8.747000,-0.453000,-3.907000
1631513008.9826970,0.049091,0.053806,-0.010930,8.724000,-0.451000,-3.956000
1631513009.0923641,0.063262,0.064861,-0.016405,8.800000,-0.435000,-3.961000
1631513009.1963592,0.030173,0.091517,-0.031080,8.896000,-0.369000,-3.902000
1631513009.2950945,-0.000940,0.089728,-0.043045,8.857000,-0.396000,-3.750000
1631513009.3912053,-0.013821,0.026583,-0.016853,8.884000,-0.282000,-3.670000
1631513009.5169051,-0.042291,0.040958,0.006208,9.000000,-0.233000,-3.577000
1631513009.6139455,-0.067063,0.066548,0.012542,8.971000,-0.273000,-3.521000
1631513009.7023096,-0.090103,0.044235,0.033436,8.868000,-0.251000,-3.524000
1631513009.7977781,-0.088183,-0.005715,0.026496,8.930000,-0.231000,-3.453000
1631513009.9274848,-0.119485,0.034703,-0.050412,8.953000,-0.107000,-3.332000
1631513010.0020683,-0.144468,0.069267,-0.086253,8.986000,-0.034000,-3.287000
1631513010.1043396,-0.120120,0.072014,-0.091625,8.953000,-0.056000,-3.287000
1631513010.1995974,-0.033959,-0.000418,-0.059434,8.906000,0.026000,-3.341000
1631513010.3118467,0.023188,-0.057231,-0.029090,8.914000,0.123000,-3.300000
1631513010.4050140,0.014456,-0.083509,0.002633,8.921000,0.181000,-3.359000
1631513010.4940042,-0.013092,-0.089251,0.011635,8.870000,0.134000,-3.447000
1631513010.5947883,-0.024145,-0.082707,-0.006432,8.830000,0.137000,-3.462000
1631513010.7161028,-0.012388,-0.099308,-0.024018,8.803000,0.164000,-3.528000
1631513010.8062487,-0.008986,-0.133064,-0.004378,8.810000,0.155000,-3.719000
1631513010.8916130,-0.008310,-0.121282,-0.004426,8.806000,0.187000,-3.809000
1631513010.9857516,-0.011526,-0.069890,-0.022000,8.861000,0.234000,-3.894000
1631513011.1111419,-0.012773,0.039072,-0.060760,8.777000,0.235000,-3.959000
1631513011.2049265,0.020773,0.062652,-0.049059,8.743000,0.270000,-3.958000
1631513011.2993140,0.061965,0.038168,0.012832,8.770000,0.315000,-3.899000
1631513011.3883276,0.070479,0.029241,0.049789,8.810000,0.281000,-3.870000
1631513011.5238032,0.038203,0.021738,0.084503,8.773000,0.208000,-3.815000
1631513011.5931151,0.005102,0.005571,0.101273,8.841000,0.147000,-3.783000
1631513011.6953824,-0.047069,-0.021540,0.116710,8.824000,-0.010000,-3.871000
1631513011.7985311,-0.055445,0.014449,0.070209,8.855000,-0.052000,-3.870000
1631513011.9034443,-0.065995,0.069741,0.020821,8.836000,-0.087000,-3.780000
1631513011.9906907,-0.083709,0.058698,0.034083,8.826000,-0.087000,-3.742000
1631513012.1015875,-0.063483,-0.008338,0.084968,8.861000,-0.125000,-3.731000
1631513012.1874869,-0.083568,-0.025498,0.121589,8.896000,-0.138000,-3.712000
1631513012.3250179,-0.104933,0.047984,0.097133,8.937000,-0.272000,-3.695000
1631513012.3993361,-0.082591,0.080851,0.077208,8.908000,-0.367000,-3.705000
1631513012.4795978,-0.055174,0.100476,0.068694,8.932000,-0.362000,-3.619000
1631513012.5847189,-0.035186,0.105018,0.057790,8.962000,-0.382000,-3.484000
1631513012.7138140,-0.029665,0.078134,0.060241,9.011000,-0.401000,-3.235000
1631513012.8025827,-0.047810,0.035738,0.080963,9.013000,-0.471000,-3.266000
1631513012.8905821,-0.048465,0.021704,0.077871,9.045000,-0.561000,-3.333000
1631513012.9951079,-0.039877,0.035202,0.052207,9.073000,-0.622000,-3.300000
1631513013.1201189,-0.041315,0.101852,-0.030011,9.113000,-0.598000,-3.168000
1631513013.1994913,-0.033012,0.138072,-0.090676,9.090000,-0.536000,-3.080000
1631513013.2913065,-0.023425,0.160568,-0.153287,9.106000,-0.352000,-2.884000
1631513013.3974464,-0.032437,0.148837,-0.189727,9.074000,-0.225000,-2.818000
1631513013.5268383,-0.032944,0.103928,-0.233758,9.052000,0.022000,-2.683000
1631513013.6051226,-0.037874,0.029154,-0.217354,9.055000,0.179000,-2.604000
1631513013.7011452,-0.054822,-0.064728,-0.185229,9.105000,0.421000,-2.572000
1631513013.8052475,-0.074506,-0.091127,-0.190407,9.043000,0.604000,-2.612000
1631513013.9334016,-0.074007,-0.143394,-0.187825,8.962000,0.791000,-2.797000
1631513014.0129869,-0.060854,-0.161376,-0.177962,8.953000,1.085000,-2.878000
1631513014.0975966,-0.058154,-0.134137,-0.135128,9.007000,1.166000,-2.969000
1631513014.1913202,0.003872,-0.004576,-0.072358,9.008000,1.218000,-3.081000
1631513014.3159032,0.112797,0.042884,0.024785,8.867000,1.186000,-3.145000
1631513014.3897312,0.164720,-0.013205,0.109236,8.795000,1.093000,-3.224000
1631513014.4942732,0.160756,-0.087950,0.163350,8.827000,1.033000,-3.233000
1631513014.5874429,0.092434,-0.159968,0.185096,8.899000,0.909000,-3.339000
1631513014.7142396,-0.007932,-0.157876,0.195685,8.943000,0.698000,-3.540000
1631513014.8017414,-0.066543,-0.126965,0.207468,8.942000,0.458000,-3.687000
1631513014.9047771,-0.077142,-0.077560,0.196482,8.937000,0.304000,-3.698000
1631513014.9969125,-0.058085,0.001266,0.156682,8.959000,0.172000,-3.653000
1631513015.1042325,-0.047025,0.050790,0.134955,8.922000,0.055000,-3.658000
1631513015.1987550,-0.010634,0.046843,0.111660,8.887000,-0.055000,-3.640000
1631513015.2822695,0.007340,0.014467,0.101867,8.857000,-0.121000,-3.628000
1631513015.3952973,-0.009463,-0.010290,0.092204,8.891000,-0.231000,-3.681000
1631513015.5216699,-0.037744,-0.039138,0.066356,8.831000,-0.357000,-3.746000
1631513015.5945427,-0.035814,-0.061953,0.056880,8.874000,-0.408000,-3.761000
1631513015.6898582,-0.010174,-0.059028,0.019812,8.893000,-0.444000,-3.830000
1631513015.7938201,-0.006474,-0.032727,-0.003050,8.866000,-0.423000,-3.810000
1631513015.9223459,-0.019796,0.013571,-0.024046,8.904000,-0.343000,-3.831000
1631513015.9909294,-0.005808,0.034471,-0.025545,8.908000,-0.272000,-3.750000
1631513016.0983658,0.050182,0.087485,-0.049523,8.974000,-0.181000,-3.644000
1631513016.1838863,0.052980,0.134961,-0.051336,8.971000,-0.165000,-3.626000
1631513016.2990928,0.020328,0.143914,-0.032330,8.922000,-0.236000,-3.569000
1631513016.4038785,0.032141,0.074958,-0.011657,8.849000,-0.321000,-3.482000
1631513016.4898462,0.003509,0.019607,0.013436,8.903000,-0.217000,-3.398000
1631513016.5966923,-0.047159,0.017963,-0.014292,8.914000,-0.234000,-3.388000
1631513016.7335942,-0.099789,0.014137,-0.037414,8.925000,-0.159000,-3.345000
1631513016.8978355,-0.103060,0.024918,-0.065004,8.973000,-0.009000,-3.212000
1631513016.9934177,-0.102369,0.000564,-0.034626,8.988000,0.052000,-3.205000
1631513017.0936565,-0.101192,-0.009148,-0.004735,9.011000,0.105000,-3.235000
1631513017.2084625,-0.117615,0.004686,0.024466,9.017000,0.086000,-3.282000
1631513017.3050363,-0.130157,0.045961,0.020194,9.044000,0.037000,-3.258000
1631513017.3854401,-0.115883,0.060328,0.009213,8.995000,0.058000,-3.200000
1631513017.5042884,-0.101633,0.039141,0.014201,8.999000,0.116000,-3.041000
1631513017.5961862,-0.085735,-0.031810,0.080471,9.009000,0.140000,-3.020000
1631513017.7035911,-0.039932,-0.100737,0.148263,9.030000,0.015000,-3.163000
1631513017.7974195,-0.012712,-0.093698,0.160943,9.083000,-0.056000,-3.242000
1631513017.8946104,-0.026238,-0.015967,0.127042,9.105000,-0.170000,-3.326000
1631513018.0120618,-0.055833,0.055028,0.080184,9.032000,-0.260000,-3.332000
1631513018.0935874,-0.089332,0.106904,0.031480,9.056000,-0.304000,-3.259000
1631513018.1941519,-0.091472,0.125765,-0.026452,9.010000,-0.346000,-3.152000
